customer_id,recency,frequency,monetary,total_quantity,average_rating,average_pages_viewed,average_time_on_site,total_cart_additions,cluster,segment,activity_score
1052,12,0,0.0,13,4.0,10.666666666666666,780.5,4,0,Regular,0.0
1053,214,0,0.0,4,4.0,9.0,1385.0,0,4,Lost,0.0
1054,72,1,2322.16,14,4.0,12.2,535.0,2,3,New Customer,25.2216
1055,47,0,0.0,3,4.0,17.0,1525.0,1,0,Regular,0.0
1056,78,1,345.71,1,4.0,19.0,375.0,1,3,New Customer,5.4571
1057,72,0,0.0,10,4.0,10.0,1014.25,1,0,Regular,0.0
1058,221,2,6257.73,9,3.3333333333333335,16.666666666666668,903.3333333333334,2,2,VIP,66.5773
1059,25,0,0.0,6,4.0,17.5,947.0,1,0,Regular,0.0
1060,137,0,0.0,2,4.0,10.0,1131.0,0,0,Regular,0.0
1061,96,0,0.0,5,4.0,10.5,1219.0,2,0,Regular,0.0
1062,93,2,5304.35,8,3.6666666666666665,19.0,1032.0,2,2,VIP,57.0435
1063,51,0,0.0,8,4.0,15.0,914.0,2,0,Regular,0.0
1064,135,0,0.0,4,4.0,17.0,1377.0,1,0,Regular,0.0
1065,222,1,7889.36,4,5.0,6.0,1586.0,1,2,VIP,80.89359999999999
1066,141,1,3654.18,12,4.0,5.75,852.0,3,1,At Risk,38.541799999999995
1067,118,1,2032.07,13,4.25,11.0,889.25,4,3,New Customer,22.3207
1068,151,0,0.0,2,4.0,8.0,928.5,1,4,Lost,0.0
1069,7,0,0.0,10,4.0,5.0,603.3333333333334,0,0,Regular,0.0
1070,6,0,0.0,7,4.0,9.666666666666666,1023.6666666666666,0,0,Regular,0.0
1071,72,1,1331.9,13,4.0,15.0,1117.6,2,3,New Customer,15.319
1072,268,0,0.0,4,4.0,7.0,1566.0,1,4,Lost,0.0
1073,130,0,0.0,2,4.0,11.5,387.0,2,0,Regular,0.0
1074,21,0,0.0,1,4.0,5.0,856.0,1,0,Regular,0.0
1075,287,0,0.0,4,4.0,21.5,1292.0,1,4,Lost,0.0
1076,81,1,1449.62,7,3.5,19.25,882.25,3,3,New Customer,16.496199999999998
1077,88,1,1959.6,8,4.0,7.0,526.0,2,3,New Customer,21.596
1078,214,1,490.0,5,4.0,4.5,1327.0,1,1,At Risk,6.9
1079,106,1,4252.77,11,3.5,7.25,1218.0,3,3,New Customer,44.5277
1080,123,1,2111.96,14,4.25,6.5,765.5,1,3,New Customer,23.119600000000002
1081,307,0,0.0,2,4.0,2.0,910.0,1,4,Lost,0.0
1082,224,1,1601.42,7,4.0,9.666666666666666,1434.6666666666667,3,1,At Risk,18.014200000000002
1083,128,1,1056.76,9,4.0,8.25,926.25,3,3,New Customer,12.5676
1084,219,1,3648.04,9,3.6666666666666665,7.333333333333333,1055.6666666666667,2,1,At Risk,38.4804
1086,102,1,1236.24,10,3.6666666666666665,12.333333333333334,524.3333333333334,2,3,New Customer,14.362400000000001
1087,191,1,222.61,9,4.0,17.666666666666668,951.0,1,1,At Risk,4.226100000000001
1088,311,0,0.0,2,4.0,1.0,1666.0,1,4,Lost,0.0
1089,21,1,2169.46,8,4.0,16.333333333333332,856.3333333333334,3,3,New Customer,23.6946
1090,21,1,3331.6,14,4.0,14.571428571428571,776.7142857142857,4,3,New Customer,35.316
1091,4,0,0.0,9,4.0,14.75,1005.25,2,0,Regular,0.0
1092,165,1,2987.93,6,4.5,12.5,173.0,2,1,At Risk,31.879299999999997
1093,181,0,0.0,3,4.0,3.0,193.0,0,4,Lost,0.0
1094,84,0,0.0,2,4.0,6.5,1235.5,1,0,Regular,0.0
1095,49,2,3681.54,9,4.0,3.6666666666666665,474.0,3,2,VIP,40.8154
1096,17,2,4912.93,12,4.0,16.0,846.5,3,2,VIP,53.1293
1097,334,0,0.0,8,4.0,6.0,1629.5,1,4,Lost,0.0
1098,56,0,0.0,7,4.0,12.666666666666666,1288.0,2,0,Regular,0.0
1099,87,1,2717.82,13,4.2,16.8,858.0,4,3,New Customer,29.1782
1100,140,2,788.77,3,2.5,5.0,988.0,2,1,At Risk,11.887699999999999
1101,41,1,1339.45,2,2.0,14.0,168.0,1,3,New Customer,15.3945
1102,205,0,0.0,5,4.0,14.666666666666666,1455.3333333333333,1,4,Lost,0.0
1104,322,0,0.0,1,4.0,15.0,809.0,1,4,Lost,0.0
1105,150,1,1244.58,8,4.0,16.75,761.75,3,1,At Risk,14.445799999999998
1106,207,0,0.0,6,4.0,12.0,968.5,1,4,Lost,0.0
1107,85,0,0.0,8,4.0,12.333333333333334,686.0,3,0,Regular,0.0
1108,3,0,0.0,14,4.0,14.0,858.8333333333334,3,0,Regular,0.0
1109,198,0,0.0,9,4.0,8.0,743.3333333333334,3,4,Lost,0.0
1110,40,1,2098.22,11,3.75,5.5,1089.75,3,3,New Customer,22.9822
1111,79,1,1839.86,4,4.5,19.0,1010.0,1,3,New Customer,20.3986
1112,39,1,2540.56,12,4.2,7.8,1001.4,3,3,New Customer,27.4056
1113,2,0,0.0,7,4.0,11.5,677.5,2,0,Regular,0.0
1114,78,0,0.0,4,4.0,13.0,1415.5,0,0,Regular,0.0
1115,136,1,1763.68,4,4.5,13.0,1087.0,2,1,At Risk,19.6368
1116,43,0,0.0,13,4.0,9.0,966.25,2,0,Regular,0.0
1118,350,1,4522.5,3,5.0,14.0,500.0,1,1,At Risk,47.225
1119,285,0,0.0,1,4.0,20.0,1639.0,1,4,Lost,0.0
1120,175,0,0.0,5,4.0,11.333333333333334,239.33333333333334,1,4,Lost,0.0
1121,87,1,1894.59,5,4.0,21.5,1424.0,2,3,New Customer,20.945899999999998
1122,233,0,0.0,1,4.0,21.0,863.0,1,4,Lost,0.0
1123,3,0,0.0,8,4.0,15.666666666666666,776.6666666666666,1,0,Regular,0.0
1124,67,2,1684.02,8,4.5,9.5,897.0,4,3,New Customer,20.8402
1125,30,0,0.0,10,4.0,13.25,879.75,1,0,Regular,0.0
1126,31,2,2051.36,11,4.25,16.75,632.75,3,3,New Customer,24.5136
1127,66,0,0.0,13,4.0,13.25,724.0,1,0,Regular,0.0
1128,290,0,0.0,3,4.0,3.0,618.0,0,4,Lost,0.0
1129,67,0,0.0,7,4.0,18.25,981.25,1,0,Regular,0.0
1130,11,1,1026.78,6,3.5,11.0,928.5,2,3,New Customer,12.2678
1131,181,1,1150.86,5,4.0,18.5,739.0,1,1,At Risk,13.5086
1132,117,2,3476.2200000000003,7,3.6666666666666665,8.333333333333334,901.0,3,2,VIP,38.7622
1134,31,3,7061.16,24,4.0,11.625,863.625,5,2,VIP,76.6116
1135,53,0,0.0,12,4.0,9.666666666666666,556.6666666666666,1,0,Regular,0.0
1136,272,0,0.0,4,4.0,16.0,1251.0,1,4,Lost,0.0
1138,16,1,924.05,10,4.166666666666667,11.833333333333334,993.6666666666666,5,3,New Customer,11.240499999999999
1139,226,0,0.0,4,4.0,15.5,430.0,2,4,Lost,0.0
1140,295,0,0.0,3,4.0,6.0,1580.0,0,4,Lost,0.0
1141,237,0,0.0,6,4.0,12.5,966.0,1,4,Lost,0.0
1142,88,0,0.0,13,4.0,14.25,724.0,3,0,Regular,0.0
1143,39,0,0.0,20,4.0,17.666666666666668,901.1666666666666,3,0,Regular,0.0
1144,315,0,0.0,5,4.0,21.0,1122.5,1,4,Lost,0.0
1145,55,1,997.25,3,4.5,10.5,617.0,1,3,New Customer,11.9725
1146,31,1,2950.09,10,4.25,13.25,859.0,3,3,New Customer,31.5009
1147,156,0,0.0,8,4.0,13.666666666666666,972.0,1,4,Lost,0.0
1148,29,1,843.58,10,4.25,8.0,928.0,2,3,New Customer,10.4358
1149,116,0,0.0,3,4.0,16.5,1439.5,1,0,Regular,0.0
1150,158,1,2340.49,9,4.0,18.0,184.0,2,1,At Risk,25.404899999999998
1151,14,1,673.69,10,3.8,14.2,1165.0,1,3,New Customer,8.7369
1152,108,1,772.78,1,3.0,2.0,1482.0,1,3,New Customer,9.727799999999998
1153,85,1,1069.29,1,3.0,1.0,1351.0,1,3,New Customer,12.6929
1155,5,2,4908.51,13,4.4,14.6,805.8,2,2,VIP,53.085100000000004
1156,306,0,0.0,4,4.0,17.5,986.5,0,4,Lost,0.0
1157,288,0,0.0,3,4.0,15.0,1236.0,0,4,Lost,0.0
1158,3,1,2864.37,8,4.333333333333333,19.333333333333332,948.3333333333334,2,3,New Customer,30.6437
1159,174,1,5605.16,12,4.0,10.75,452.0,3,2,VIP,58.0516
1160,138,1,2058.0,16,3.6666666666666665,15.0,778.6666666666666,4,1,At Risk,22.58
1161,114,0,0.0,5,4.0,9.0,1205.0,2,0,Regular,0.0
1162,335,1,1483.14,3,3.0,12.0,487.0,1,1,At Risk,16.831400000000002
1163,15,1,403.7,11,4.2,12.4,798.4,5,3,New Customer,6.037
1164,179,1,1126.58,10,3.6666666666666665,16.333333333333332,781.3333333333334,3,1,At Risk,13.265799999999999
1165,19,2,1357.8700000000001,13,3.2,13.8,1153.0,4,3,New Customer,17.5787
1166,11,0,0.0,2,4.0,21.0,440.0,1,0,Regular,0.0
1167,17,2,3059.2,7,3.6666666666666665,13.0,615.3333333333334,2,3,New Customer,34.592
1168,15,0,0.0,5,4.0,11.0,898.0,2,0,Regular,0.0
1169,36,2,947.29,10,4.5,15.5,1171.0,3,3,New Customer,13.4729
1171,206,0,0.0,1,4.0,9.0,915.0,1,4,Lost,0.0
1172,0,1,332.26,10,4.25,12.0,506.0,2,3,New Customer,5.3225999999999996
1174,95,1,1507.02,10,4.333333333333333,17.0,1019.0,3,3,New Customer,17.0702
1175,127,2,2666.8900000000003,7,4.333333333333333,15.666666666666666,811.3333333333334,2,3,New Customer,30.668900000000004
1176,89,0,0.0,8,4.0,5.0,935.5,2,0,Regular,0.0
1177,141,1,756.39,5,3.3333333333333335,12.0,1207.0,2,1,At Risk,9.5639
1179,144,0,0.0,3,4.0,9.0,1009.5,0,0,Regular,0.0
1181,45,0,0.0,10,4.0,11.0,794.0,1,0,Regular,0.0
1182,21,0,0.0,9,4.0,9.666666666666666,546.3333333333334,1,0,Regular,0.0
1183,45,1,5294.04,12,4.0,19.75,1005.25,3,2,VIP,54.9404
1184,56,2,3314.81,4,4.333333333333333,16.0,519.6666666666666,3,2,VIP,37.1481
1185,48,0,0.0,11,4.0,10.2,1114.6,2,0,Regular,0.0
1186,36,0,0.0,8,4.0,14.0,589.0,2,0,Regular,0.0
1187,18,2,9145.76,12,3.6666666666666665,11.0,1133.6666666666667,2,2,VIP,95.4576
1188,19,3,1550.69,7,4.25,15.75,751.5,3,3,New Customer,21.5069
1189,111,0,0.0,9,4.0,10.666666666666666,1113.0,1,0,Regular,0.0
1190,38,2,1456.45,11,4.25,8.25,1003.5,3,3,New Customer,18.564500000000002
1191,28,0,0.0,4,4.0,12.5,1039.0,1,0,Regular,0.0
1192,71,0,0.0,1,4.0,21.0,1482.0,1,0,Regular,0.0
1193,38,1,1818.94,5,4.333333333333333,5.666666666666667,1533.6666666666667,2,3,New Customer,20.1894
1194,206,0,0.0,3,4.0,3.5,1216.5,0,4,Lost,0.0
1195,1,1,1219.67,8,4.0,13.333333333333334,932.3333333333334,2,3,New Customer,14.1967
1196,33,2,5634.82,16,3.6,8.2,1109.6,5,2,VIP,60.3482
1197,25,1,4518.88,14,3.75,16.0,1150.0,3,2,VIP,47.1888
1198,165,1,973.3,3,4.5,4.5,978.5,1,1,At Risk,11.732999999999999
1199,323,0,0.0,3,4.0,13.0,257.0,0,4,Lost,0.0
1200,5,1,1897.32,12,4.25,12.75,907.5,4,3,New Customer,20.9732
1201,51,0,0.0,10,4.0,13.333333333333334,827.3333333333334,2,0,Regular,0.0
1202,247,1,1248.59,6,3.0,15.0,515.0,1,1,At Risk,14.485899999999999
1203,0,2,3619.66,15,4.0,14.5,512.1666666666666,3,2,VIP,40.1966
1204,40,1,969.32,15,3.8,12.6,1281.2,3,3,New Customer,11.693200000000001
1205,121,0,0.0,4,4.0,23.5,380.5,1,0,Regular,0.0
1206,116,1,3324.51,4,3.5,17.0,1118.0,2,3,New Customer,35.2451
1207,234,0,0.0,1,4.0,23.0,1574.0,0,4,Lost,0.0
1208,86,1,1136.65,9,3.25,9.75,1024.75,3,3,New Customer,13.3665
1209,1,1,816.6,18,4.142857142857143,11.142857142857142,787.5714285714286,4,3,New Customer,10.166
1210,163,0,0.0,7,4.0,10.666666666666666,1188.6666666666667,1,4,Lost,0.0
1211,51,0,0.0,1,4.0,14.0,694.0,1,0,Regular,0.0
1212,23,3,2666.46,15,4.0,14.0,1062.5,6,2,VIP,32.6646
1213,7,1,744.78,18,3.8333333333333335,13.0,999.0,3,3,New Customer,9.4478
1214,257,1,3055.83,4,4.0,5.0,1094.5,2,1,At Risk,32.5583
1215,52,1,1328.42,11,3.75,11.0,717.5,1,3,New Customer,15.2842
1216,313,0,0.0,7,4.0,9.5,857.0,1,4,Lost,0.0
1217,326,0,0.0,2,4.0,8.0,757.0,0,4,Lost,0.0
1218,68,2,3526.43,10,3.75,15.25,1397.5,3,2,VIP,39.2643
1219,137,0,0.0,10,4.0,12.25,814.25,1,0,Regular,0.0
1220,208,1,1765.86,10,4.333333333333333,10.666666666666666,266.0,3,1,At Risk,19.6586
1221,107,0,0.0,5,4.0,3.5,863.0,0,0,Regular,0.0
1222,58,1,898.63,14,4.166666666666667,13.666666666666666,1123.3333333333333,5,3,New Customer,10.9863
1223,47,1,522.78,3,2.5,12.5,834.5,1,3,New Customer,7.227799999999999
1224,218,0,0.0,4,4.0,9.0,1026.5,0,4,Lost,0.0
1225,72,1,268.76,8,3.75,14.25,799.5,3,3,New Customer,4.6876
1226,41,1,1203.09,9,3.3333333333333335,9.666666666666666,1239.0,1,3,New Customer,14.030899999999999
1227,18,1,4039.92,8,4.0,13.5,363.0,1,3,New Customer,42.3992
1228,300,1,829.75,5,4.5,7.0,513.5,2,1,At Risk,10.2975
1229,104,1,651.56,14,4.0,16.6,951.4,4,3,New Customer,8.5156
1230,57,0,0.0,14,4.0,13.5,748.0,2,0,Regular,0.0
1231,53,1,741.57,9,3.5,15.5,894.0,2,3,New Customer,9.415700000000001
1232,166,0,0.0,6,4.0,10.5,1132.0,0,4,Lost,0.0
1233,6,0,0.0,3,4.0,14.0,1095.5,1,0,Regular,0.0
1234,34,1,377.35,7,4.333333333333333,10.333333333333334,1082.0,1,3,New Customer,5.7735
1235,23,0,0.0,11,4.0,11.2,1086.4,2,0,Regular,0.0
1236,284,0,0.0,4,4.0,15.0,643.0,1,4,Lost,0.0
1237,4,0,0.0,6,4.0,11.0,844.6666666666666,3,0,Regular,0.0
1238,31,0,0.0,6,4.0,8.5,350.5,1,0,Regular,0.0
1239,42,0,0.0,9,4.0,10.666666666666666,1067.6666666666667,1,0,Regular,0.0
1240,61,1,1882.12,10,3.3333333333333335,5.333333333333333,1336.0,2,3,New Customer,20.821199999999997
1241,56,2,3617.15,15,4.166666666666667,14.0,854.0,2,2,VIP,40.1715
1242,7,0,0.0,4,4.0,14.5,1129.5,1,0,Regular,0.0
1243,128,1,3898.5,6,4.0,12.0,434.6666666666667,3,1,At Risk,40.985
1244,50,2,3078.65,10,4.0,10.6,1256.4,4,3,New Customer,34.786500000000004
1245,210,0,0.0,6,4.0,11.0,1217.0,1,4,Lost,0.0
1246,156,0,0.0,3,4.0,11.0,808.0,0,4,Lost,0.0
1247,236,0,0.0,4,4.0,1.0,573.0,1,4,Lost,0.0
1248,55,0,0.0,6,4.0,21.0,1247.0,1,0,Regular,0.0
1250,71,0,0.0,6,4.0,17.5,336.0,1,0,Regular,0.0
1251,35,0,0.0,6,4.0,20.5,648.5,0,0,Regular,0.0
1252,47,2,7790.94,8,3.3333333333333335,11.666666666666666,984.0,2,2,VIP,81.90939999999999
1253,62,1,2191.33,4,4.0,14.333333333333334,974.6666666666666,2,3,New Customer,23.9133
1254,213,0,0.0,3,4.0,5.0,306.0,0,4,Lost,0.0
1255,115,0,0.0,1,4.0,20.0,288.0,0,0,Regular,0.0
1256,318,0,0.0,1,4.0,1.0,1562.0,0,4,Lost,0.0
1257,258,0,0.0,6,4.0,6.5,916.5,0,4,Lost,0.0
1258,29,0,0.0,2,4.0,15.0,1623.0,1,0,Regular,0.0
1259,225,0,0.0,6,4.0,18.0,1049.0,1,4,Lost,0.0
1260,309,0,0.0,5,4.0,17.0,1362.0,2,4,Lost,0.0
1261,33,0,0.0,8,4.0,17.666666666666668,828.3333333333334,2,0,Regular,0.0
1262,87,1,797.16,8,3.6666666666666665,8.0,967.0,3,3,New Customer,9.971599999999999
1263,51,0,0.0,9,4.0,14.75,800.25,3,0,Regular,0.0
1264,97,1,1712.22,6,4.333333333333333,15.333333333333334,1122.3333333333333,2,3,New Customer,19.1222
1266,5,0,0.0,6,4.0,12.666666666666666,1164.3333333333333,2,0,Regular,0.0
1267,43,0,0.0,12,4.0,13.25,723.5,2,0,Regular,0.0
1268,14,1,1455.21,9,4.0,10.333333333333334,623.6666666666666,2,3,New Customer,16.552100000000003
1269,48,1,1787.02,10,4.25,18.75,650.75,3,3,New Customer,19.8702
1270,98,2,3845.93,9,4.25,15.5,728.5,3,2,VIP,42.4593
1271,34,1,1130.35,16,3.625,12.0,1140.25,5,3,New Customer,13.3035
1273,241,0,0.0,4,4.0,6.0,697.0,0,4,Lost,0.0
1274,103,1,2065.7,5,3.3333333333333335,20.666666666666668,1052.6666666666667,2,3,New Customer,22.656999999999996
1275,134,2,7788.92,12,3.5,14.5,1021.0,3,2,VIP,81.8892
1277,3,1,414.36,7,4.0,10.75,993.75,3,3,New Customer,6.1436
1278,82,2,4367.72,11,3.5,11.5,581.75,4,2,VIP,47.6772
1279,71,1,3180.17,13,4.0,13.0,642.3333333333334,3,3,New Customer,33.8017
1280,79,0,0.0,4,4.0,9.5,659.5,1,0,Regular,0.0
1281,107,0,0.0,11,4.0,15.666666666666666,879.3333333333334,1,0,Regular,0.0
1282,39,1,281.46,4,3.5,23.0,1346.0,2,3,New Customer,4.8146
1283,50,1,3166.32,6,3.5,8.0,1113.5,2,3,New Customer,33.6632
1284,92,1,6649.04,11,3.25,4.25,1320.0,2,2,VIP,68.4904
1285,240,1,2942.34,10,4.0,17.666666666666668,1607.0,1,1,At Risk,31.4234
1286,29,0,0.0,4,4.0,21.0,311.0,0,0,Regular,0.0
1287,195,0,0.0,7,4.0,8.666666666666666,816.3333333333334,2,4,Lost,0.0
1288,332,0,0.0,5,4.0,21.5,1229.0,0,4,Lost,0.0
1289,145,0,0.0,3,4.0,9.0,554.5,0,0,Regular,0.0
1290,43,2,1015.65,6,4.5,9.25,1117.5,3,3,New Customer,14.1565
1291,139,1,2457.68,5,3.5,9.0,1307.5,2,1,At Risk,26.5768
1292,288,2,3075.91,5,3.0,10.5,789.5,2,1,At Risk,34.759100000000004
1293,203,0,0.0,5,4.0,13.5,606.5,0,4,Lost,0.0
1294,170,0,0.0,4,4.0,14.0,443.0,0,4,Lost,0.0
1295,174,1,267.34,9,4.0,12.5,1431.25,2,1,At Risk,4.673399999999999
1296,321,0,0.0,4,4.0,20.0,1305.0,0,4,Lost,0.0
1297,83,0,0.0,6,4.0,16.5,966.5,2,0,Regular,0.0
1298,277,1,285.16,1,4.0,9.0,918.0,1,1,At Risk,4.8516
1299,13,0,0.0,8,4.0,15.333333333333334,1063.3333333333333,2,0,Regular,0.0
1300,28,0,0.0,8,4.0,10.75,1095.75,2,0,Regular,0.0
1301,62,0,0.0,4,4.0,16.0,839.5,2,0,Regular,0.0
1302,41,1,821.62,2,3.0,16.5,518.0,2,3,New Customer,10.2162
1303,316,1,989.88,3,5.0,5.0,1726.0,1,1,At Risk,11.8988
1304,80,1,529.27,2,4.0,9.0,1683.5,2,3,New Customer,7.2927
1305,80,0,0.0,7,4.0,12.5,1226.0,1,0,Regular,0.0
1306,117,0,0.0,10,4.0,9.0,689.6666666666666,2,0,Regular,0.0
1307,68,1,553.52,3,4.5,13.5,776.5,2,3,New Customer,7.5352
1308,19,1,566.61,12,3.5,11.5,987.75,3,3,New Customer,7.6661
1309,270,0,0.0,6,4.0,19.0,1045.0,1,4,Lost,0.0
1310,7,0,0.0,21,4.0,10.0,1459.0,3,0,Regular,0.0
1311,347,0,0.0,2,4.0,20.0,778.0,0,4,Lost,0.0
1312,188,2,6037.98,7,3.6666666666666665,8.333333333333334,665.3333333333334,2,2,VIP,64.37979999999999
1313,121,0,0.0,4,4.0,15.5,967.0,1,0,Regular,0.0
1314,236,0,0.0,2,4.0,9.0,218.0,1,4,Lost,0.0
1315,70,1,1937.57,10,4.25,8.0,1050.5,2,3,New Customer,21.3757
1316,19,5,9432.31,16,4.142857142857143,8.714285714285714,856.4285714285714,7,2,VIP,104.3231
1317,29,4,8119.4400000000005,14,3.5,5.333333333333333,546.5,5,2,VIP,89.1944
1318,28,2,1692.53,15,4.0,18.4,922.0,3,3,New Customer,20.9253
1319,109,2,3602.98,12,4.5,10.25,1192.5,3,2,VIP,40.0298
1320,116,0,0.0,4,4.0,6.0,1029.0,0,0,Regular,0.0
1322,43,2,2239.44,12,4.4,16.2,660.8,4,3,New Customer,26.3944
1323,211,1,3132.29,8,3.6666666666666665,13.666666666666666,796.3333333333334,1,1,At Risk,33.322900000000004
1324,34,1,3519.68,13,3.5,11.5,1069.25,2,3,New Customer,37.196799999999996
1325,27,0,0.0,22,4.0,11.714285714285714,898.2857142857143,5,0,Regular,0.0
1326,4,0,0.0,4,4.0,8.0,1302.5,1,0,Regular,0.0
1327,0,2,4069.45,7,3.0,10.333333333333334,1089.6666666666667,3,2,VIP,44.6945
1328,19,0,0.0,10,4.0,14.25,1012.0,2,0,Regular,0.0
1329,2,1,443.01,10,4.25,9.75,894.5,3,3,New Customer,6.4300999999999995
1330,22,0,0.0,4,4.0,17.0,805.0,1,0,Regular,0.0
1331,132,1,4930.51,10,3.3333333333333335,12.0,434.0,3,2,VIP,51.3051
1332,84,1,3016.32,12,4.25,14.0,872.5,4,3,New Customer,32.1632
1333,70,0,0.0,1,4.0,18.0,1202.0,1,0,Regular,0.0
1334,14,5,12203.21,18,3.75,16.75,794.0,6,2,VIP,132.03209999999999
1335,9,3,3522.92,13,4.0,4.333333333333333,1033.1666666666667,3,2,VIP,41.2292
1336,108,1,3797.19,10,4.0,12.666666666666666,899.0,3,3,New Customer,39.9719
1337,229,1,783.06,4,3.5,17.0,668.5,2,1,At Risk,9.8306
1338,196,0,0.0,8,4.0,8.0,780.5,1,4,Lost,0.0
1339,5,1,530.31,9,4.0,13.2,1079.4,3,3,New Customer,7.3031
1340,159,0,0.0,2,4.0,17.0,1255.0,1,4,Lost,0.0
1341,16,0,0.0,3,4.0,7.0,102.0,0,0,Regular,0.0
1342,69,0,0.0,5,4.0,8.0,811.0,0,0,Regular,0.0
1343,22,1,3053.36,16,3.8333333333333335,8.0,799.8333333333334,4,3,New Customer,32.5336
1344,156,0,0.0,7,4.0,16.666666666666668,1010.3333333333334,2,4,Lost,0.0
1345,9,1,256.67,4,3.75,6.25,570.25,3,3,New Customer,4.5667
1346,108,0,0.0,13,4.0,11.25,857.25,1,0,Regular,0.0
1347,146,1,3357.67,8,4.333333333333333,2.3333333333333335,1014.3333333333334,2,1,At Risk,35.5767
1348,18,1,4789.77,12,3.75,16.5,1083.0,3,2,VIP,49.89770000000001
1349,100,1,307.29,8,4.25,11.5,875.0,2,3,New Customer,5.072900000000001
1350,244,3,1480.29,12,4.333333333333333,9.5,773.0,5,1,At Risk,20.8029
1351,88,1,4652.64,5,3.5,12.0,537.0,1,2,VIP,48.5264
1352,192,2,1316.79,13,3.8,13.0,848.2,3,1,At Risk,17.1679
