customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_helpful_votes,payment_method,visit_day,visit_month,visit_weekday,visit_season,session_duration_bucket,revenue_normalized,location,calculated_revenue,purchase_value
4299,62,2024-07-27,0,0,5,85,0,228.95,1,30,68.68,0.0,20,1223,1,0,1,4,0,3,27,7,5,2,Long,0.0,114,160.265,0.0
9706,63,2024-07-23,0,0,1,109,0,509.21,4,10,203.68,0.0,19,1316,1,0,1,4,0,3,23,7,1,2,Long,0.0,179,1833.156,0.0
4697,64,2024-03-20,1,1,1,856,0,544.5,3,10,163.35,0.0,6,1456,1,0,1,4,0,3,20,3,2,1,Very Long,0.0,202,1470.15,0.0
3932,65,2024-05-17,1,0,1,839,7,1191.35,3,0,0.0,0.0,3,1580,0,0,0,4,0,3,17,5,4,1,Very Long,0.0,178,3574.0499999999997,0.0
9148,66,2024-01-20,1,1,0,878,5,1130.83,3,0,0.0,3392.49,23,412,1,1,0,5,39,1,20,1,5,3,Very Short,0.430008264,191,3392.49,3392.49
4333,67,2024-06-21,0,1,0,406,5,311.68,2,20,124.67,498.69,12,1323,1,1,0,5,43,2,21,6,4,2,Long,0.063210451,17,498.68800000000005,498.69
1687,68,2024-09-04,2,0,2,333,2,1622.05,4,0,0.0,0.0,3,199,0,0,0,4,0,3,4,9,2,0,Very Short,0.0,197,6488.2,0.0
5225,69,2024-04-22,0,0,2,817,3,830.16,3,15,373.57,0.0,14,1541,1,0,1,4,0,5,22,4,0,1,Very Long,0.0,13,2116.908,0.0
8160,70,2024-07-15,0,0,3,169,4,377.62,1,0,0.0,377.62,6,734,1,1,0,5,42,5,15,7,0,2,Short,0.047864466,224,377.62,377.62
2705,71,2024-12-14,0,1,0,408,0,956.9,4,25,956.9,0.0,13,1744,0,0,0,4,0,1,14,12,5,3,Very Long,0.0,125,2870.7,0.0
5166,72,2024-03-26,0,1,5,678,4,453.27,2,0,0.0,0.0,12,1363,1,0,1,4,0,4,26,3,1,1,Very Long,0.0,1,906.54,0.0
2169,73,2024-04-16,1,0,0,81,0,766.88,1,0,0.0,0.0,16,179,1,0,1,4,0,5,16,4,1,1,Very Short,0.0,29,766.88,0.0
7177,74,2024-02-13,0,0,1,239,4,494.63,4,5,98.93,1879.59,12,637,1,1,0,3,3,3,13,2,1,3,Short,0.23824366,15,1879.5939999999998,1879.59
5280,75,2024-07-16,1,1,1,321,4,361.94,3,30,325.75,760.07,4,1320,1,1,0,5,27,3,16,7,1,2,Long,0.096341148,211,760.074,760.07
3971,76,2024-03-15,0,0,4,887,5,1001.55,1,0,0.0,0.0,22,889,0,0,0,4,0,2,15,3,4,1,Short,0.0,203,1001.55,0.0
3041,77,2024-11-07,0,0,2,873,7,205.08,3,20,123.05,0.0,19,1737,0,0,0,4,0,2,7,11,3,0,Very Long,0.0,14,492.192,0.0
6079,78,2024-04-16,1,0,0,209,3,1148.23,1,5,57.41,0.0,1,687,1,0,1,4,0,0,16,4,1,1,Short,0.0,36,1090.8184999999999,0.0
7027,79,2024-08-30,1,0,3,787,5,880.53,2,5,88.05,0.0,23,1701,1,0,1,4,0,2,30,8,4,2,Very Long,0.0,66,1673.0069999999998,0.0
9461,80,2024-03-10,0,1,1,550,1,240.22,2,5,24.02,0.0,20,928,0,0,0,4,0,2,10,3,6,1,Long,0.0,21,456.41799999999995,0.0
4933,81,2024-04-27,0,1,3,461,3,717.73,1,0,0.0,0.0,17,1243,0,0,0,4,0,1,27,4,5,1,Long,0.0,9,717.73,0.0
2446,82,2024-03-03,1,0,2,185,2,1576.25,4,0,0.0,6305.0,4,1581,1,1,0,3,45,3,3,3,6,1,Very Long,0.799177627,46,6305.0,6305.0
8493,83,2024-07-20,1,0,0,295,5,467.97,3,0,0.0,0.0,13,1088,1,0,1,4,0,3,20,7,5,2,Long,0.0,25,1403.91,0.0
6667,84,2024-01-11,1,1,0,492,5,1155.56,2,5,115.56,0.0,6,33,1,0,1,4,0,5,11,1,3,3,Very Short,0.0,6,2195.564,0.0
7301,85,2024-01-31,1,0,4,147,1,266.92,3,0,0.0,0.0,17,1767,1,0,1,4,0,3,31,1,2,3,Very Long,0.0,20,800.76,0.0
1874,86,2024-07-02,0,1,1,421,0,194.94,2,10,38.99,0.0,2,1623,1,0,1,4,0,4,2,7,1,2,Very Long,0.0,17,350.892,0.0
3810,87,2024-07-18,2,1,4,123,2,1894.89,2,0,0.0,0.0,19,1343,1,0,1,4,0,4,18,7,3,2,Long,0.0,218,3789.78,0.0
7909,88,2024-04-30,0,1,5,78,6,1392.83,4,0,0.0,5571.32,16,302,1,1,0,5,13,2,30,4,1,1,Very Short,0.70618149,4,5571.32,5571.32
8489,89,2024-06-06,0,0,0,139,5,811.02,3,0,0.0,0.0,22,1666,1,0,1,4,0,4,6,6,3,2,Very Long,0.0,187,2433.06,0.0
4916,90,2024-06-01,1,1,1,679,7,267.27,3,5,40.09,0.0,10,240,0,0,0,4,0,5,1,6,5,2,Very Short,0.0,63,761.7194999999999,0.0
8242,91,2024-10-03,0,0,5,478,7,537.22,3,15,241.75,0.0,7,677,1,0,1,4,0,1,3,10,3,0,Short,0.0,49,1369.911,0.0
8574,92,2024-06-11,1,1,5,741,0,713.73,4,20,570.98,0.0,7,1780,1,0,1,4,0,1,11,6,1,2,Very Long,0.0,140,2283.936,0.0
4486,93,2024-11-05,0,1,5,628,0,326.38,1,0,0.0,0.0,18,198,1,0,1,4,0,4,5,11,1,0,Very Short,0.0,90,326.38,0.0
9081,94,2024-03-20,1,1,2,41,5,1299.26,3,5,194.89,0.0,21,1026,1,0,1,4,0,2,20,3,2,1,Long,0.0,102,3702.8909999999996,0.0
3594,95,2024-03-13,1,0,5,266,2,1315.98,2,15,394.79,0.0,18,1590,0,0,0,4,0,4,13,3,2,1,Very Long,0.0,168,2237.166,0.0
3155,96,2024-05-27,1,1,4,306,0,712.19,1,0,0.0,0.0,23,628,1,0,1,4,0,1,27,5,0,1,Short,0.0,34,712.19,0.0
7141,97,2024-01-30,1,1,2,884,2,1872.33,4,5,374.47,0.0,2,983,1,0,1,4,0,0,30,1,1,3,Long,0.0,197,7114.853999999999,0.0
6730,98,2024-09-01,0,0,2,538,7,850.72,1,15,127.61,0.0,13,1473,1,0,1,4,0,4,1,9,6,0,Very Long,0.0,76,723.112,0.0
2257,99,2024-05-22,1,1,2,419,1,412.72,1,15,61.91,0.0,24,662,1,0,1,4,0,1,22,5,2,1,Short,0.0,35,350.812,0.0
8493,100,2024-05-13,1,1,5,840,0,988.76,1,20,197.75,0.0,20,906,1,0,1,4,0,1,13,5,0,1,Long,0.0,140,791.008,0.0
2798,101,2024-07-13,1,1,0,535,2,1855.47,3,20,1113.28,0.0,2,114,1,0,1,4,0,0,13,7,5,2,Very Short,0.0,117,4453.128,0.0
8243,102,2024-01-30,0,0,5,659,5,1311.93,4,10,524.77,0.0,2,1701,1,0,1,4,0,4,30,1,1,3,Very Long,0.0,163,4722.948,0.0
1066,103,2024-05-17,0,1,1,481,5,845.68,4,25,845.68,0.0,13,1264,1,0,1,4,0,0,17,5,4,1,Long,0.0,77,2537.04,0.0
8170,104,2024-12-20,0,0,2,364,0,155.36,3,0,0.0,0.0,17,1774,1,0,1,4,0,3,20,12,4,3,Very Long,0.0,140,466.08000000000004,0.0
8081,105,2024-08-17,1,1,3,693,3,884.9,1,20,176.98,707.92,19,1013,1,1,0,4,47,2,17,8,5,2,Long,0.089730979,128,707.9200000000001,707.92
8022,106,2024-07-28,1,1,2,328,5,1156.58,3,0,0.0,0.0,12,471,1,0,1,4,0,3,28,7,6,2,Short,0.0,167,3469.74,0.0
6982,107,2024-07-03,2,0,5,841,1,646.87,4,5,129.37,0.0,21,1014,0,0,0,4,0,0,3,7,2,2,Long,0.0,200,2458.1059999999998,0.0
5243,108,2024-06-20,1,1,2,299,0,605.61,2,10,121.12,0.0,18,1698,1,0,1,4,0,5,20,6,3,2,Very Long,0.0,14,1090.098,0.0
7345,109,2024-12-07,1,1,5,761,0,549.85,3,10,164.96,0.0,14,1773,1,0,1,4,0,5,7,12,5,3,Very Long,0.0,76,1484.5950000000003,0.0
3493,110,2024-12-05,1,0,5,66,5,1289.36,2,15,386.81,0.0,4,127,1,0,1,4,0,5,5,12,3,3,Very Short,0.0,172,2191.912,0.0
8025,111,2024-05-29,0,0,5,462,6,317.14,2,10,63.43,570.85,5,1017,1,1,0,5,17,0,29,5,2,1,Long,0.072356947,77,570.852,570.85
6000,112,2024-12-03,1,1,4,432,3,1490.71,3,30,1341.64,0.0,23,1102,0,0,0,4,0,0,3,12,1,3,Long,0.0,85,3130.491,0.0
5129,113,2024-01-31,1,1,1,843,1,346.05,2,5,34.61,0.0,23,1111,1,0,1,4,0,1,31,1,2,3,Long,0.0,34,657.495,0.0
5549,114,2024-04-26,0,0,2,335,4,445.17,3,15,200.33,0.0,22,826,1,0,1,4,0,4,26,4,4,1,Short,0.0,48,1135.1834999999999,0.0
6118,115,2024-04-20,0,1,2,376,0,297.9,3,10,89.37,0.0,6,601,0,0,0,4,0,3,20,4,5,1,Short,0.0,119,804.3299999999999,0.0
1335,116,2024-09-11,0,0,3,55,3,1168.82,1,20,233.76,0.0,10,1159,0,0,0,4,0,1,11,9,2,0,Long,0.0,90,935.056,0.0
2258,117,2024-08-09,1,0,1,66,0,342.89,2,10,68.58,617.2,20,855,1,1,0,3,30,0,9,8,4,2,Short,0.078231948,157,617.202,617.2
3209,118,2024-06-21,0,1,3,504,7,504.35,2,0,0.0,0.0,3,469,0,0,0,4,0,4,21,6,4,2,Short,0.0,68,1008.7,0.0
2030,119,2024-04-03,0,0,2,119,5,415.02,1,0,0.0,415.02,8,1034,1,1,0,2,33,2,3,4,2,1,Long,0.052605028,118,415.02,415.02
4956,120,2024-07-04,0,1,1,301,3,1499.58,1,20,299.92,1199.66,8,1575,1,1,0,2,25,4,4,7,3,2,Very Long,0.152060497,222,1199.664,1199.66
7014,121,2024-04-08,1,0,0,855,5,772.57,3,10,231.77,0.0,21,166,1,0,1,4,0,1,8,4,0,1,Very Short,0.0,44,2085.9390000000003,0.0
6889,122,2024-06-30,1,0,4,261,7,217.59,1,0,0.0,0.0,20,992,1,0,1,4,0,1,30,6,6,2,Long,0.0,175,217.59,0.0
5239,123,2024-05-03,2,1,1,845,6,625.89,1,5,31.29,594.6,9,1739,1,1,0,1,34,2,3,5,4,1,Very Long,0.07536733,86,594.5955,594.6
8694,124,2024-11-20,1,0,0,376,6,652.85,4,10,261.14,0.0,2,1756,0,0,0,4,0,1,20,11,2,0,Very Long,0.0,204,2350.26,0.0
6086,125,2024-09-29,0,1,1,821,3,982.23,4,0,0.0,3928.92,22,1101,1,1,0,4,41,0,29,9,6,0,Long,0.498002373,109,3928.92,3928.92
1712,126,2024-03-04,0,1,5,314,2,832.56,4,0,0.0,0.0,12,1181,0,0,0,4,0,4,4,3,0,1,Long,0.0,12,3330.24,0.0
7884,127,2024-12-09,1,1,1,675,2,1910.48,1,20,382.1,0.0,8,1069,0,0,0,4,0,1,9,12,0,3,Long,0.0,38,1528.384,0.0
6170,128,2024-08-28,1,1,1,134,1,107.69,4,5,21.54,409.22,2,653,1,1,0,3,26,5,28,8,2,2,Short,0.05186986,139,409.222,409.22
6711,129,2024-05-07,1,1,3,610,2,981.34,4,0,0.0,0.0,18,1645,1,0,1,4,0,0,7,5,1,1,Very Long,0.0,123,3925.36,0.0
6087,130,2024-07-12,0,0,1,300,4,204.24,1,0,0.0,0.0,20,528,1,0,1,4,0,3,12,7,4,2,Short,0.0,64,204.24,0.0
5981,131,2024-03-12,2,1,1,753,5,237.08,1,15,35.56,0.0,20,445,1,0,1,4,0,1,12,3,1,1,Very Short,0.0,88,201.518,0.0
1815,132,2024-01-18,0,0,1,409,0,482.79,3,15,217.26,0.0,2,903,0,0,0,4,0,2,18,1,3,3,Short,0.0,175,1231.1145000000001,0.0
6032,133,2024-06-02,1,1,2,400,4,119.85,3,0,0.0,0.0,18,397,1,0,1,4,0,5,2,6,6,2,Very Short,0.0,48,359.54999999999995,0.0
8153,134,2024-10-12,1,1,2,585,1,196.81,3,20,118.09,472.34,16,748,1,1,0,5,49,4,12,10,5,0,Short,0.059870509,128,472.34400000000005,472.34
3735,135,2024-05-08,1,0,2,492,1,157.38,1,30,47.21,110.17,5,1704,1,1,0,1,49,2,8,5,2,1,Very Long,0.013964377,57,110.166,110.17
6424,136,2024-05-20,1,1,2,496,2,1594.29,3,0,0.0,0.0,8,987,0,0,0,4,0,5,20,5,0,1,Long,0.0,94,4782.87,0.0
1277,137,2024-12-27,1,0,3,807,5,403.3,2,0,0.0,0.0,9,1789,1,0,1,4,0,1,27,12,4,3,Very Long,0.0,151,806.6,0.0
4127,138,2024-12-26,1,1,1,666,2,1425.39,2,5,142.54,0.0,23,330,1,0,1,4,0,5,26,12,3,3,Very Short,0.0,51,2708.241,0.0
4930,139,2024-06-18,1,0,1,51,6,1922.0,4,0,0.0,0.0,19,372,1,0,1,4,0,5,18,6,1,2,Very Short,0.0,201,7688.0,0.0
9843,140,2024-01-17,0,0,3,857,1,189.57,4,5,37.91,0.0,7,105,0,0,0,4,0,5,17,1,2,3,Very Short,0.0,52,720.366,0.0
2931,141,2024-09-04,0,1,2,506,3,1207.13,4,15,724.28,4104.24,9,1297,1,1,0,4,36,5,4,9,2,0,Long,0.520224708,118,4104.242,4104.24
3488,142,2024-09-17,1,1,1,62,4,289.18,2,15,86.75,0.0,13,1678,0,0,0,4,0,5,17,9,1,0,Very Long,0.0,213,491.606,0.0
4676,143,2024-11-29,1,1,0,342,7,356.93,4,20,285.54,0.0,8,1285,0,0,0,4,0,5,29,11,4,0,Long,0.0,124,1142.1760000000002,0.0
9932,144,2024-12-12,1,1,5,17,2,943.38,1,0,0.0,943.38,15,755,1,1,0,2,36,3,12,12,3,3,Short,0.119576239,224,943.38,943.38
8679,145,2024-08-17,1,1,2,499,4,55.65,3,25,41.74,0.0,20,757,1,0,1,4,0,2,17,8,5,2,Short,0.0,99,125.21249999999999,0.0
1312,146,2024-02-09,0,1,5,566,6,1103.54,3,0,0.0,3310.62,20,616,1,1,0,3,4,4,9,2,4,3,Short,0.419630997,217,3310.62,3310.62
3105,147,2024-04-01,1,1,3,860,0,217.58,3,0,0.0,0.0,1,187,0,0,0,4,0,4,1,4,0,1,Very Short,0.0,30,652.74,0.0
8394,148,2024-09-18,2,0,0,608,4,273.63,1,10,27.36,0.0,20,359,1,0,1,4,0,2,18,9,2,0,Very Short,0.0,45,246.267,0.0
1524,149,2024-08-09,0,1,2,706,2,978.16,4,5,195.63,0.0,12,799,1,0,1,4,0,2,9,8,4,2,Short,0.0,202,3717.008,0.0
8700,150,2024-06-08,0,0,5,726,4,285.21,3,15,128.34,0.0,9,1544,1,0,1,4,0,5,8,6,5,2,Very Long,0.0,187,727.2854999999998,0.0
3532,151,2024-05-26,0,1,1,428,4,64.08,1,10,6.41,0.0,1,55,0,0,0,4,0,3,26,5,6,1,Very Short,0.0,7,57.672,0.0
9257,152,2024-09-15,1,1,4,351,6,652.34,1,5,32.62,0.0,1,1204,0,0,0,4,0,3,15,9,6,0,Long,0.0,56,619.723,0.0
3642,153,2024-06-03,0,1,0,612,2,1401.02,3,10,420.31,0.0,9,549,1,0,1,4,0,1,3,6,0,2,Short,0.0,133,3782.7539999999995,0.0
4908,154,2024-02-26,1,1,1,64,0,972.14,1,30,291.64,680.5,18,637,1,1,0,3,34,0,26,2,0,3,Short,0.086255412,52,680.4979999999999,680.5
6956,155,2024-12-23,0,1,5,506,3,1197.97,3,10,359.39,0.0,24,1270,1,0,1,4,0,5,23,12,0,3,Long,0.0,100,3234.519,0.0
2136,156,2024-05-07,0,0,0,155,5,1253.85,2,0,0.0,2507.7,20,931,1,1,0,5,18,4,7,5,1,1,Long,0.317858483,203,2507.7,2507.7
6012,157,2024-04-11,0,1,2,177,6,1391.19,2,0,0.0,0.0,21,1671,1,0,1,4,0,4,11,4,3,1,Very Long,0.0,111,2782.38,0.0
5544,158,2024-01-26,0,0,0,789,1,295.93,2,0,0.0,591.86,17,840,1,1,0,4,39,1,26,1,4,3,Short,0.075020027,159,591.86,591.86
8054,159,2024-06-20,1,0,2,409,6,1712.12,3,0,0.0,5136.36,6,669,1,1,0,2,7,2,20,6,3,2,Short,0.651049008,69,5136.36,5136.36
9963,160,2024-12-25,2,0,2,494,1,147.88,1,0,0.0,0.0,9,54,0,0,0,4,0,0,25,12,2,3,Very Short,0.0,121,147.88,0.0
6978,161,2024-02-28,1,1,2,99,3,761.37,3,15,342.62,0.0,2,765,1,0,1,4,0,4,28,2,2,3,Short,0.0,172,1941.4935,0.0
4682,162,2024-03-30,1,1,5,245,1,270.76,3,10,81.23,0.0,21,751,0,0,0,4,0,0,30,3,5,1,Short,0.0,63,731.052,0.0
4657,163,2024-03-06,0,1,2,410,6,1251.49,3,0,0.0,3754.47,11,189,1,1,0,4,42,4,6,3,2,1,Very Short,0.475890313,167,3754.4700000000003,3754.47
