customer_id,total_sessions,total_purchases,total_revenue,average_order_value,average_pages_viewed,average_time_on_site,average_rating,total_quantity,average_discount,cart_additions,cart_abandoned,purchase_rate,abandonment_rate
1106,2,0,0.0,0.0,12.0,968.5,4.0,6,7.5,1,1,0.0,1.0
1107,3,0,0.0,0.0,12.333333333333334,686.0,4.0,8,13.333333333333334,3,3,0.0,1.0
1108,6,0,0.0,0.0,14.0,858.8333333333334,4.0,14,12.5,3,3,0.0,1.0
1109,3,0,0.0,0.0,8.0,743.3333333333334,4.0,9,3.3333333333333335,3,3,0.0,1.0
1110,4,1,2098.22,524.555,5.5,1089.75,3.75,11,3.75,3,2,0.25,0.6666666666666666
1111,2,1,1839.86,919.93,19.0,1010.0,4.5,4,7.5,1,0,0.5,0.0
1112,5,1,2540.56,508.11199999999997,7.8,1001.4,4.2,12,8.0,3,2,0.2,0.6666666666666666
1113,2,0,0.0,0.0,11.5,677.5,4.0,7,10.0,2,2,0.0,1.0
1114,2,0,0.0,0.0,13.0,1415.5,4.0,4,20.0,0,0,0.0,0.0
1115,2,1,1763.68,881.84,13.0,1087.0,4.5,4,10.0,2,1,0.5,0.5
1116,4,0,0.0,0.0,9.0,966.25,4.0,13,8.75,2,2,0.0,1.0
1118,1,1,4522.5,4522.5,14.0,500.0,5.0,3,15.0,1,0,1.0,0.0
1119,1,0,0.0,0.0,20.0,1639.0,4.0,1,0.0,1,1,0.0,1.0
1120,3,0,0.0,0.0,11.333333333333334,239.33333333333334,4.0,5,10.0,1,1,0.0,1.0
1121,2,1,1894.59,947.295,21.5,1424.0,4.0,5,22.5,2,1,0.5,0.5
1122,1,0,0.0,0.0,21.0,863.0,4.0,1,10.0,1,1,0.0,1.0
1123,3,0,0.0,0.0,15.666666666666666,776.6666666666666,4.0,8,26.666666666666668,1,1,0.0,1.0
1124,4,2,1684.02,421.005,9.5,897.0,4.5,8,0.0,4,2,0.5,0.5
1125,4,0,0.0,0.0,13.25,879.75,4.0,10,6.25,1,1,0.0,1.0
1126,4,2,2051.36,512.84,16.75,632.75,4.25,11,0.0,3,1,0.5,0.3333333333333333
1127,4,0,0.0,0.0,13.25,724.0,4.0,13,5.0,1,1,0.0,1.0
1128,1,0,0.0,0.0,3.0,618.0,4.0,3,10.0,0,0,0.0,0.0
1129,4,0,0.0,0.0,18.25,981.25,4.0,7,6.25,1,1,0.0,1.0
1130,2,1,1026.78,513.39,11.0,928.5,3.5,6,22.5,2,1,0.5,0.5
1131,2,1,1150.86,575.43,18.5,739.0,4.0,5,5.0,1,0,0.5,0.0
1132,3,2,3476.2200000000003,1158.74,8.333333333333334,901.0,3.6666666666666665,7,8.333333333333334,3,1,0.6666666666666666,0.3333333333333333
1134,8,3,7061.16,882.645,11.625,863.625,4.0,24,9.375,5,2,0.375,0.4
1135,3,0,0.0,0.0,9.666666666666666,556.6666666666666,4.0,12,5.0,1,1,0.0,1.0
1136,2,0,0.0,0.0,16.0,1251.0,4.0,4,10.0,1,1,0.0,1.0
1138,6,1,924.05,154.00833333333333,11.833333333333334,993.6666666666666,4.166666666666667,10,6.666666666666667,5,4,0.16666666666666666,0.8
1139,2,0,0.0,0.0,15.5,430.0,4.0,4,5.0,2,2,0.0,1.0
1140,1,0,0.0,0.0,6.0,1580.0,4.0,3,10.0,0,0,0.0,0.0
1141,2,0,0.0,0.0,12.5,966.0,4.0,6,15.0,1,1,0.0,1.0
1142,4,0,0.0,0.0,14.25,724.0,4.0,13,18.75,3,3,0.0,1.0
1143,6,0,0.0,0.0,17.666666666666668,901.1666666666666,4.0,20,11.666666666666666,3,3,0.0,1.0
1144,2,0,0.0,0.0,21.0,1122.5,4.0,5,7.5,1,1,0.0,1.0
1145,2,1,997.25,498.625,10.5,617.0,4.5,3,2.5,1,0,0.5,0.0
1146,4,1,2950.09,737.5225,13.25,859.0,4.25,10,12.5,3,2,0.25,0.6666666666666666
1147,3,0,0.0,0.0,13.666666666666666,972.0,4.0,8,10.0,1,1,0.0,1.0
1148,4,1,843.58,210.895,8.0,928.0,4.25,10,6.25,2,1,0.25,0.5
1149,2,0,0.0,0.0,16.5,1439.5,4.0,3,0.0,1,1,0.0,1.0
1150,3,1,2340.49,780.1633333333333,18.0,184.0,4.0,9,15.0,2,1,0.3333333333333333,0.5
1151,5,1,673.69,134.738,14.2,1165.0,3.8,10,7.0,1,0,0.2,0.0
1152,1,1,772.78,772.78,2.0,1482.0,3.0,1,15.0,1,0,1.0,0.0
1153,1,1,1069.29,1069.29,1.0,1351.0,3.0,1,0.0,1,0,1.0,0.0
1155,5,2,4908.51,981.702,14.6,805.8,4.4,13,13.0,2,0,0.4,0.0
1156,2,0,0.0,0.0,17.5,986.5,4.0,4,12.5,0,0,0.0,0.0
1157,1,0,0.0,0.0,15.0,1236.0,4.0,3,0.0,0,0,0.0,0.0
1158,3,1,2864.37,954.79,19.333333333333332,948.3333333333334,4.333333333333333,8,11.666666666666666,2,1,0.3333333333333333,0.5
1159,4,1,5605.16,1401.29,10.75,452.0,4.0,12,5.0,3,2,0.25,0.6666666666666666
1160,6,1,2058.0,343.0,15.0,778.6666666666666,3.6666666666666665,16,13.333333333333334,4,3,0.16666666666666666,0.75
1161,2,0,0.0,0.0,9.0,1205.0,4.0,5,5.0,2,2,0.0,1.0
1162,1,1,1483.14,1483.14,12.0,487.0,3.0,3,0.0,1,0,1.0,0.0
1163,5,1,403.7,80.74,12.4,798.4,4.2,11,15.0,5,4,0.2,0.8
1164,3,1,1126.58,375.52666666666664,16.333333333333332,781.3333333333334,3.6666666666666665,10,13.333333333333334,3,2,0.3333333333333333,0.6666666666666666
1165,5,2,1357.8700000000001,271.574,13.8,1153.0,3.2,13,9.0,4,2,0.4,0.5
1166,1,0,0.0,0.0,21.0,440.0,4.0,2,30.0,1,1,0.0,1.0
1167,3,2,3059.2,1019.7333333333332,13.0,615.3333333333334,3.6666666666666665,7,3.3333333333333335,2,0,0.6666666666666666,0.0
1168,2,0,0.0,0.0,11.0,898.0,4.0,5,12.5,2,2,0.0,1.0
1169,4,2,947.29,236.8225,15.5,1171.0,4.5,10,6.25,3,1,0.5,0.3333333333333333
1171,1,0,0.0,0.0,9.0,915.0,4.0,1,15.0,1,1,0.0,1.0
1172,4,1,332.26,83.065,12.0,506.0,4.25,10,11.25,2,1,0.25,0.5
1174,3,1,1507.02,502.34,17.0,1019.0,4.333333333333333,10,5.0,3,2,0.3333333333333333,0.6666666666666666
1175,3,2,2666.8900000000003,888.9633333333335,15.666666666666666,811.3333333333334,4.333333333333333,7,11.666666666666666,2,0,0.6666666666666666,0.0
1176,2,0,0.0,0.0,5.0,935.5,4.0,8,0.0,2,2,0.0,1.0
1177,3,1,756.39,252.13,12.0,1207.0,3.3333333333333335,5,5.0,2,1,0.3333333333333333,0.5
1179,2,0,0.0,0.0,9.0,1009.5,4.0,3,17.5,0,0,0.0,0.0
1181,4,0,0.0,0.0,11.0,794.0,4.0,10,6.25,1,1,0.0,1.0
1182,3,0,0.0,0.0,9.666666666666666,546.3333333333334,4.0,9,5.0,1,1,0.0,1.0
1183,4,1,5294.04,1323.51,19.75,1005.25,4.0,12,6.25,3,2,0.25,0.6666666666666666
1184,3,2,3314.81,1104.9366666666667,16.0,519.6666666666666,4.333333333333333,4,5.0,3,1,0.6666666666666666,0.3333333333333333
1185,5,0,0.0,0.0,10.2,1114.6,4.0,11,7.0,2,2,0.0,1.0
1186,3,0,0.0,0.0,14.0,589.0,4.0,8,5.0,2,2,0.0,1.0
1187,3,2,9145.76,3048.5866666666666,11.0,1133.6666666666667,3.6666666666666665,12,1.6666666666666667,2,0,0.6666666666666666,0.0
1188,4,3,1550.69,387.6725,15.75,751.5,4.25,7,3.75,3,0,0.75,0.0
1189,3,0,0.0,0.0,10.666666666666666,1113.0,4.0,9,10.0,1,1,0.0,1.0
1190,4,2,1456.45,364.1125,8.25,1003.5,4.25,11,6.25,3,1,0.5,0.3333333333333333
1191,2,0,0.0,0.0,12.5,1039.0,4.0,4,12.5,1,1,0.0,1.0
1192,1,0,0.0,0.0,21.0,1482.0,4.0,1,5.0,1,1,0.0,1.0
1193,3,1,1818.94,606.3133333333334,5.666666666666667,1533.6666666666667,4.333333333333333,5,3.3333333333333335,2,1,0.3333333333333333,0.5
1194,2,0,0.0,0.0,3.5,1216.5,4.0,3,15.0,0,0,0.0,0.0
1195,3,1,1219.67,406.5566666666667,13.333333333333334,932.3333333333334,4.0,8,8.333333333333334,2,1,0.3333333333333333,0.5
1196,5,2,5634.82,1126.964,8.2,1109.6,3.6,16,5.0,5,3,0.4,0.6
1197,4,1,4518.88,1129.72,16.0,1150.0,3.75,14,11.25,3,2,0.25,0.6666666666666666
1198,2,1,973.3,486.65,4.5,978.5,4.5,3,5.0,1,0,0.5,0.0
1199,1,0,0.0,0.0,13.0,257.0,4.0,3,15.0,0,0,0.0,0.0
1200,4,1,1897.32,474.33,12.75,907.5,4.25,12,10.0,4,3,0.25,0.75
1201,3,0,0.0,0.0,13.333333333333334,827.3333333333334,4.0,10,8.333333333333334,2,2,0.0,1.0
1202,2,1,1248.59,624.295,15.0,515.0,3.0,6,2.5,1,0,0.5,0.0
1203,6,2,3619.66,603.2766666666666,14.5,512.1666666666666,4.0,15,9.166666666666666,3,1,0.3333333333333333,0.3333333333333333
1204,5,1,969.32,193.864,12.6,1281.2,3.8,15,5.0,3,2,0.2,0.6666666666666666
1205,2,0,0.0,0.0,23.5,380.5,4.0,4,0.0,1,1,0.0,1.0
1206,2,1,3324.51,1662.255,17.0,1118.0,3.5,4,0.0,2,1,0.5,0.5
1207,1,0,0.0,0.0,23.0,1574.0,4.0,1,0.0,0,0,0.0,0.0
1208,4,1,1136.65,284.1625,9.75,1024.75,3.25,9,7.5,3,2,0.25,0.6666666666666666
1209,7,1,816.6,116.65714285714286,11.142857142857142,787.5714285714286,4.142857142857143,18,10.714285714285714,4,3,0.14285714285714285,0.75
1210,3,0,0.0,0.0,10.666666666666666,1188.6666666666667,4.0,7,23.333333333333332,1,1,0.0,1.0
1211,1,0,0.0,0.0,14.0,694.0,4.0,1,15.0,1,1,0.0,1.0
1212,6,3,2666.46,444.41,14.0,1062.5,4.0,15,5.0,6,3,0.5,0.5
1213,6,1,744.78,124.13,13.0,999.0,3.8333333333333335,18,9.166666666666666,3,2,0.16666666666666666,0.6666666666666666
1214,2,1,3055.83,1527.915,5.0,1094.5,4.0,4,2.5,2,1,0.5,0.5
1215,4,1,1328.42,332.105,11.0,717.5,3.75,11,16.25,1,0,0.25,0.0
1216,2,0,0.0,0.0,9.5,857.0,4.0,7,7.5,1,1,0.0,1.0
1217,1,0,0.0,0.0,8.0,757.0,4.0,2,0.0,0,0,0.0,0.0
1218,4,2,3526.43,881.6075,15.25,1397.5,3.75,10,7.5,3,1,0.5,0.3333333333333333
1219,4,0,0.0,0.0,12.25,814.25,4.0,10,11.25,1,1,0.0,1.0
1220,3,1,1765.86,588.62,10.666666666666666,266.0,4.333333333333333,10,1.6666666666666667,3,2,0.3333333333333333,0.6666666666666666
1221,2,0,0.0,0.0,3.5,863.0,4.0,5,15.0,0,0,0.0,0.0
1222,6,1,898.63,149.77166666666668,13.666666666666666,1123.3333333333333,4.166666666666667,14,10.833333333333334,5,4,0.16666666666666666,0.8
1223,2,1,522.78,261.39,12.5,834.5,2.5,3,5.0,1,0,0.5,0.0
1224,2,0,0.0,0.0,9.0,1026.5,4.0,4,12.5,0,0,0.0,0.0
1225,4,1,268.76,67.19,14.25,799.5,3.75,8,8.75,3,2,0.25,0.6666666666666666
1226,3,1,1203.09,401.03,9.666666666666666,1239.0,3.3333333333333335,9,5.0,1,0,0.3333333333333333,0.0
1227,2,1,4039.92,2019.96,13.5,363.0,4.0,8,5.0,1,0,0.5,0.0
1228,2,1,829.75,414.875,7.0,513.5,4.5,5,15.0,2,1,0.5,0.5
1229,5,1,651.56,130.31199999999998,16.6,951.4,4.0,14,3.0,4,3,0.2,0.75
1230,4,0,0.0,0.0,13.5,748.0,4.0,14,11.25,2,2,0.0,1.0
1231,4,1,741.57,185.3925,15.5,894.0,3.5,9,7.5,2,1,0.25,0.5
1232,2,0,0.0,0.0,10.5,1132.0,4.0,6,15.0,0,0,0.0,0.0
1233,2,0,0.0,0.0,14.0,1095.5,4.0,3,10.0,1,1,0.0,1.0
1234,3,1,377.35,125.78333333333335,10.333333333333334,1082.0,4.333333333333333,7,6.666666666666667,1,0,0.3333333333333333,0.0
1235,5,0,0.0,0.0,11.2,1086.4,4.0,11,12.0,2,2,0.0,1.0
1236,1,0,0.0,0.0,15.0,643.0,4.0,4,5.0,1,1,0.0,1.0
1237,3,0,0.0,0.0,11.0,844.6666666666666,4.0,6,1.6666666666666667,3,3,0.0,1.0
1238,2,0,0.0,0.0,8.5,350.5,4.0,6,10.0,1,1,0.0,1.0
1239,3,0,0.0,0.0,10.666666666666666,1067.6666666666667,4.0,9,1.6666666666666667,1,1,0.0,1.0
1240,3,1,1882.12,627.3733333333333,5.333333333333333,1336.0,3.3333333333333335,10,10.0,2,1,0.3333333333333333,0.5
1241,6,2,3617.15,602.8583333333333,14.0,854.0,4.166666666666667,15,7.5,2,0,0.3333333333333333,0.0
1242,2,0,0.0,0.0,14.5,1129.5,4.0,4,5.0,1,1,0.0,1.0
1243,3,1,3898.5,1299.5,12.0,434.6666666666667,4.0,6,8.333333333333334,3,2,0.3333333333333333,0.6666666666666666
1244,5,2,3078.65,615.73,10.6,1256.4,4.0,10,6.0,4,2,0.4,0.5
1245,2,0,0.0,0.0,11.0,1217.0,4.0,6,12.5,1,1,0.0,1.0
1246,1,0,0.0,0.0,11.0,808.0,4.0,3,20.0,0,0,0.0,0.0
1247,1,0,0.0,0.0,1.0,573.0,4.0,4,20.0,1,1,0.0,1.0
1248,2,0,0.0,0.0,21.0,1247.0,4.0,6,25.0,1,1,0.0,1.0
1250,2,0,0.0,0.0,17.5,336.0,4.0,6,15.0,1,1,0.0,1.0
1251,2,0,0.0,0.0,20.5,648.5,4.0,6,12.5,0,0,0.0,0.0
1252,3,2,7790.94,2596.98,11.666666666666666,984.0,3.3333333333333335,8,1.6666666666666667,2,0,0.6666666666666666,0.0
1253,3,1,2191.33,730.4433333333333,14.333333333333334,974.6666666666666,4.0,4,6.666666666666667,2,1,0.3333333333333333,0.5
1254,1,0,0.0,0.0,5.0,306.0,4.0,3,0.0,0,0,0.0,0.0
1255,1,0,0.0,0.0,20.0,288.0,4.0,1,10.0,0,0,0.0,0.0
1256,1,0,0.0,0.0,1.0,1562.0,4.0,1,20.0,0,0,0.0,0.0
1257,2,0,0.0,0.0,6.5,916.5,4.0,6,2.5,0,0,0.0,0.0
1258,1,0,0.0,0.0,15.0,1623.0,4.0,2,20.0,1,1,0.0,1.0
1259,2,0,0.0,0.0,18.0,1049.0,4.0,6,7.5,1,1,0.0,1.0
1260,2,0,0.0,0.0,17.0,1362.0,4.0,5,12.5,2,2,0.0,1.0
1261,3,0,0.0,0.0,17.666666666666668,828.3333333333334,4.0,8,6.666666666666667,2,2,0.0,1.0
1262,3,1,797.16,265.71999999999997,8.0,967.0,3.6666666666666665,8,15.0,3,2,0.3333333333333333,0.6666666666666666
1263,4,0,0.0,0.0,14.75,800.25,4.0,9,11.25,3,3,0.0,1.0
1264,3,1,1712.22,570.74,15.333333333333334,1122.3333333333333,4.333333333333333,6,3.3333333333333335,2,1,0.3333333333333333,0.5
1266,3,0,0.0,0.0,12.666666666666666,1164.3333333333333,4.0,6,3.3333333333333335,2,2,0.0,1.0
1267,4,0,0.0,0.0,13.25,723.5,4.0,12,2.5,2,2,0.0,1.0
1268,3,1,1455.21,485.07,10.333333333333334,623.6666666666666,4.0,9,6.666666666666667,2,1,0.3333333333333333,0.5
1269,4,1,1787.02,446.755,18.75,650.75,4.25,10,3.75,3,2,0.25,0.6666666666666666
1270,4,2,3845.93,961.4825,15.5,728.5,4.25,9,2.5,3,1,0.5,0.3333333333333333
1271,8,1,1130.35,141.29375,12.0,1140.25,3.625,16,8.75,5,4,0.125,0.8
1273,1,0,0.0,0.0,6.0,697.0,4.0,4,0.0,0,0,0.0,0.0
1274,3,1,2065.7,688.5666666666666,20.666666666666668,1052.6666666666667,3.3333333333333335,5,1.6666666666666667,2,1,0.3333333333333333,0.5
1275,4,2,7788.92,1947.23,14.5,1021.0,3.5,12,5.0,3,1,0.5,0.3333333333333333
1277,4,1,414.36,103.59,10.75,993.75,4.0,7,12.5,3,2,0.25,0.6666666666666666
1278,4,2,4367.72,1091.93,11.5,581.75,3.5,11,3.75,4,2,0.5,0.5
1279,6,1,3180.17,530.0283333333333,13.0,642.3333333333334,4.0,13,12.5,3,2,0.16666666666666666,0.6666666666666666
1280,2,0,0.0,0.0,9.5,659.5,4.0,4,17.5,1,1,0.0,1.0
1281,3,0,0.0,0.0,15.666666666666666,879.3333333333334,4.0,11,8.333333333333334,1,1,0.0,1.0
1282,2,1,281.46,140.73,23.0,1346.0,3.5,4,12.5,2,1,0.5,0.5
1283,2,1,3166.32,1583.16,8.0,1113.5,3.5,6,5.0,2,1,0.5,0.5
1284,4,1,6649.04,1662.26,4.25,1320.0,3.25,11,8.75,2,1,0.25,0.5
