customer_id,total_sessions,total_purchases,total_revenue,average_order_value,average_pages_viewed,average_time_on_site,average_rating,total_quantity,average_discount,cart_additions,cart_abandoned,purchase_rate,abandonment_rate,cluster,customer_segment
1031,4,2,2231.42,557.855,19.25,1274.0,4.25,11,16.25,4,2,0.5,0.5,2,Regular
1032,4,0,0.0,0.0,11.25,973.75,4.0,8,10.0,1,1,0.0,1.0,1,Occasional
1033,5,1,571.06,114.212,17.0,480.2,4.2,13,9.0,2,1,0.2,0.5,2,Regular
1034,1,0,0.0,0.0,19.0,1748.0,4.0,3,0.0,1,1,0.0,1.0,1,Occasional
1035,4,1,325.77,81.4425,12.25,733.0,4.0,11,3.75,3,2,0.25,0.6666666666666666,2,Regular
1036,3,1,395.17,131.72333333333333,13.666666666666666,170.0,4.333333333333333,5,6.666666666666667,2,1,0.3333333333333333,0.5,2,Regular
1037,4,0,0.0,0.0,16.0,1087.0,4.0,10,11.25,2,2,0.0,1.0,1,Occasional
1038,4,1,4503.98,1125.995,7.75,1076.0,4.0,11,7.5,3,2,0.25,0.6666666666666666,0,Premium
1039,4,2,1852.98,463.245,19.0,1146.5,4.25,11,13.75,3,1,0.5,0.3333333333333333,2,Regular
1040,5,2,7417.69,1483.538,5.0,1016.0,3.6,15,3.0,5,3,0.4,0.6,0,Premium
1041,2,1,1296.48,648.24,19.0,1041.5,3.5,4,2.5,2,1,0.5,0.5,2,Regular
1042,5,3,4330.68,866.1360000000001,14.2,525.2,4.4,12,7.0,5,2,0.6,0.4,0,Premium
1043,1,0,0.0,0.0,17.0,152.0,4.0,4,20.0,1,1,0.0,1.0,1,Occasional
1044,7,2,1008.62,144.08857142857144,10.285714285714286,888.5714285714286,3.571428571428572,22,15.714285714285714,5,3,0.2857142857142857,0.6,2,Regular
1045,2,0,0.0,0.0,16.0,868.0,4.0,8,5.0,1,1,0.0,1.0,1,Occasional
1046,3,0,0.0,0.0,12.0,461.3333333333333,4.0,11,15.0,0,0,0.0,0.0,1,Occasional
1047,5,1,922.92,184.584,9.8,783.2,4.2,12,9.0,3,2,0.2,0.6666666666666666,2,Regular
1048,3,0,0.0,0.0,13.333333333333334,1699.0,4.0,12,11.666666666666666,2,2,0.0,1.0,1,Occasional
1049,4,0,0.0,0.0,13.25,951.75,4.0,8,13.75,2,2,0.0,1.0,1,Occasional
1050,3,0,0.0,0.0,11.333333333333334,806.0,4.0,4,11.666666666666666,2,2,0.0,1.0,1,Occasional
1051,3,0,0.0,0.0,16.333333333333332,715.0,4.0,4,13.333333333333334,1,1,0.0,1.0,1,Occasional
1052,6,0,0.0,0.0,10.666666666666666,780.5,4.0,13,1.6666666666666667,4,4,0.0,1.0,2,Regular
1053,1,0,0.0,0.0,9.0,1385.0,4.0,4,30.0,0,0,0.0,0.0,1,Occasional
1054,5,1,2322.16,464.432,12.2,535.0,4.0,14,2.0,2,1,0.2,0.5,2,Regular
1055,2,0,0.0,0.0,17.0,1525.0,4.0,3,5.0,1,1,0.0,1.0,1,Occasional
1056,1,1,345.71,345.71,19.0,375.0,4.0,1,0.0,1,0,1.0,0.0,1,Occasional
1057,4,0,0.0,0.0,10.0,1014.25,4.0,10,3.75,1,1,0.0,1.0,1,Occasional
1058,3,2,6257.73,2085.91,16.666666666666668,903.3333333333334,3.333333333333333,9,11.666666666666666,2,0,0.6666666666666666,0.0,0,Premium
1059,2,0,0.0,0.0,17.5,947.0,4.0,6,20.0,1,1,0.0,1.0,1,Occasional
1060,1,0,0.0,0.0,10.0,1131.0,4.0,2,15.0,0,0,0.0,0.0,1,Occasional
1061,2,0,0.0,0.0,10.5,1219.0,4.0,5,7.5,2,2,0.0,1.0,1,Occasional
1062,3,2,5304.35,1768.1166666666668,19.0,1032.0,3.6666666666666665,8,13.333333333333334,2,0,0.6666666666666666,0.0,0,Premium
1063,3,0,0.0,0.0,15.0,914.0,4.0,8,11.666666666666666,2,2,0.0,1.0,1,Occasional
1064,1,0,0.0,0.0,17.0,1377.0,4.0,4,30.0,1,1,0.0,1.0,1,Occasional
1065,1,1,7889.36,7889.36,6.0,1586.0,5.0,4,0.0,1,0,1.0,0.0,0,Premium
1066,4,1,3654.18,913.545,5.75,852.0,4.0,12,17.5,3,2,0.25,0.6666666666666666,2,Regular
1067,4,1,2032.07,508.0175,11.0,889.25,4.25,13,8.75,4,3,0.25,0.75,2,Regular
1068,2,0,0.0,0.0,8.0,928.5,4.0,2,0.0,1,1,0.0,1.0,1,Occasional
1069,3,0,0.0,0.0,5.0,603.3333333333334,4.0,10,18.33333333333333,0,0,0.0,0.0,1,Occasional
1070,3,0,0.0,0.0,9.666666666666666,1023.6666666666666,4.0,7,5.0,0,0,0.0,0.0,1,Occasional
1071,5,1,1331.9,266.38,15.0,1117.6,4.0,13,7.0,2,1,0.2,0.5,2,Regular
1072,1,0,0.0,0.0,7.0,1566.0,4.0,4,20.0,1,1,0.0,1.0,1,Occasional
1073,2,0,0.0,0.0,11.5,387.0,4.0,2,15.0,2,2,0.0,1.0,1,Occasional
1074,1,0,0.0,0.0,5.0,856.0,4.0,1,0.0,1,1,0.0,1.0,1,Occasional
1075,2,0,0.0,0.0,21.5,1292.0,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
1076,4,1,1449.62,362.405,19.25,882.25,3.5,7,8.75,3,2,0.25,0.6666666666666666,2,Regular
1077,3,1,1959.6,653.1999999999999,7.0,526.0,4.0,8,0.0,2,1,0.3333333333333333,0.5,2,Regular
1078,2,1,490.0,245.0,4.5,1327.0,4.0,5,10.0,1,0,0.5,0.0,1,Occasional
1079,4,1,4252.77,1063.1925,7.25,1218.0,3.5,11,2.5,3,2,0.25,0.6666666666666666,0,Premium
1080,4,1,2111.96,527.99,6.5,765.5,4.25,14,12.5,1,0,0.25,0.0,2,Regular
1081,1,0,0.0,0.0,2.0,910.0,4.0,2,0.0,1,1,0.0,1.0,1,Occasional
1082,3,1,1601.42,533.8066666666667,9.666666666666666,1434.6666666666667,4.0,7,10.0,3,2,0.3333333333333333,0.6666666666666666,2,Regular
1083,4,1,1056.76,264.19,8.25,926.25,4.0,9,10.0,3,2,0.25,0.6666666666666666,2,Regular
1084,3,1,3648.04,1216.013333333333,7.333333333333333,1055.6666666666667,3.6666666666666665,9,0.0,2,1,0.3333333333333333,0.5,0,Premium
1086,3,1,1236.24,412.08,12.333333333333334,524.3333333333334,3.6666666666666665,10,0.0,2,1,0.3333333333333333,0.5,2,Regular
1087,3,1,222.61,74.20333333333333,17.666666666666668,951.0,4.0,9,11.666666666666666,1,0,0.3333333333333333,0.0,2,Regular
1088,1,0,0.0,0.0,1.0,1666.0,4.0,2,20.0,1,1,0.0,1.0,1,Occasional
1089,3,1,2169.46,723.1533333333333,16.333333333333332,856.3333333333334,4.0,8,6.666666666666667,3,2,0.3333333333333333,0.6666666666666666,2,Regular
1090,7,1,3331.6,475.9428571428571,14.571428571428571,776.7142857142857,4.0,14,3.571428571428572,4,3,0.1428571428571428,0.75,2,Regular
1091,4,0,0.0,0.0,14.75,1005.25,4.0,9,10.0,2,2,0.0,1.0,1,Occasional
1092,2,1,2987.93,1493.965,12.5,173.0,4.5,6,17.5,2,1,0.5,0.5,0,Premium
1093,1,0,0.0,0.0,3.0,193.0,4.0,3,0.0,0,0,0.0,0.0,1,Occasional
1094,2,0,0.0,0.0,6.5,1235.5,4.0,2,2.5,1,1,0.0,1.0,1,Occasional
1095,3,2,3681.54,1227.18,3.6666666666666665,474.0,4.0,9,1.6666666666666667,3,1,0.6666666666666666,0.3333333333333333,0,Premium
1096,4,2,4912.93,1228.2325,16.0,846.5,4.0,12,5.0,3,1,0.5,0.3333333333333333,0,Premium
1097,2,0,0.0,0.0,6.0,1629.5,4.0,8,2.5,1,1,0.0,1.0,1,Occasional
1098,3,0,0.0,0.0,12.666666666666666,1288.0,4.0,7,11.666666666666666,2,2,0.0,1.0,1,Occasional
1099,5,1,2717.82,543.5640000000001,16.8,858.0,4.2,13,6.0,4,3,0.2,0.75,2,Regular
1100,2,2,788.77,394.385,5.0,988.0,2.5,3,2.5,2,0,1.0,0.0,2,Regular
1101,1,1,1339.45,1339.45,14.0,168.0,2.0,2,10.0,1,0,1.0,0.0,2,Regular
1102,3,0,0.0,0.0,14.666666666666666,1455.3333333333333,4.0,5,13.333333333333334,1,1,0.0,1.0,1,Occasional
1104,1,0,0.0,0.0,15.0,809.0,4.0,1,15.0,1,1,0.0,1.0,1,Occasional
1105,4,1,1244.58,311.145,16.75,761.75,4.0,8,8.75,3,2,0.25,0.6666666666666666,2,Regular
1106,2,0,0.0,0.0,12.0,968.5,4.0,6,7.5,1,1,0.0,1.0,1,Occasional
1107,3,0,0.0,0.0,12.333333333333334,686.0,4.0,8,13.333333333333334,3,3,0.0,1.0,1,Occasional
1108,6,0,0.0,0.0,14.0,858.8333333333334,4.0,14,12.5,3,3,0.0,1.0,2,Regular
1109,3,0,0.0,0.0,8.0,743.3333333333334,4.0,9,3.333333333333333,3,3,0.0,1.0,1,Occasional
1110,4,1,2098.22,524.555,5.5,1089.75,3.75,11,3.75,3,2,0.25,0.6666666666666666,2,Regular
1111,2,1,1839.86,919.93,19.0,1010.0,4.5,4,7.5,1,0,0.5,0.0,2,Regular
1112,5,1,2540.56,508.112,7.8,1001.4,4.2,12,8.0,3,2,0.2,0.6666666666666666,2,Regular
1113,2,0,0.0,0.0,11.5,677.5,4.0,7,10.0,2,2,0.0,1.0,1,Occasional
1114,2,0,0.0,0.0,13.0,1415.5,4.0,4,20.0,0,0,0.0,0.0,1,Occasional
1115,2,1,1763.68,881.84,13.0,1087.0,4.5,4,10.0,2,1,0.5,0.5,2,Regular
1116,4,0,0.0,0.0,9.0,966.25,4.0,13,8.75,2,2,0.0,1.0,1,Occasional
1118,1,1,4522.5,4522.5,14.0,500.0,5.0,3,15.0,1,0,1.0,0.0,0,Premium
1119,1,0,0.0,0.0,20.0,1639.0,4.0,1,0.0,1,1,0.0,1.0,1,Occasional
1120,3,0,0.0,0.0,11.333333333333334,239.33333333333331,4.0,5,10.0,1,1,0.0,1.0,1,Occasional
1121,2,1,1894.59,947.295,21.5,1424.0,4.0,5,22.5,2,1,0.5,0.5,2,Regular
1122,1,0,0.0,0.0,21.0,863.0,4.0,1,10.0,1,1,0.0,1.0,1,Occasional
1123,3,0,0.0,0.0,15.666666666666666,776.6666666666666,4.0,8,26.666666666666668,1,1,0.0,1.0,1,Occasional
1124,4,2,1684.02,421.005,9.5,897.0,4.5,8,0.0,4,2,0.5,0.5,2,Regular
1125,4,0,0.0,0.0,13.25,879.75,4.0,10,6.25,1,1,0.0,1.0,1,Occasional
1126,4,2,2051.36,512.84,16.75,632.75,4.25,11,0.0,3,1,0.5,0.3333333333333333,2,Regular
1127,4,0,0.0,0.0,13.25,724.0,4.0,13,5.0,1,1,0.0,1.0,1,Occasional
1128,1,0,0.0,0.0,3.0,618.0,4.0,3,10.0,0,0,0.0,0.0,1,Occasional
1129,4,0,0.0,0.0,18.25,981.25,4.0,7,6.25,1,1,0.0,1.0,1,Occasional
1130,2,1,1026.78,513.39,11.0,928.5,3.5,6,22.5,2,1,0.5,0.5,2,Regular
1131,2,1,1150.86,575.43,18.5,739.0,4.0,5,5.0,1,0,0.5,0.0,2,Regular
1132,3,2,3476.2200000000003,1158.74,8.333333333333334,901.0,3.6666666666666665,7,8.333333333333334,3,1,0.6666666666666666,0.3333333333333333,0,Premium
1134,8,3,7061.16,882.645,11.625,863.625,4.0,24,9.375,5,2,0.375,0.4,0,Premium
1135,3,0,0.0,0.0,9.666666666666666,556.6666666666666,4.0,12,5.0,1,1,0.0,1.0,1,Occasional
1136,2,0,0.0,0.0,16.0,1251.0,4.0,4,10.0,1,1,0.0,1.0,1,Occasional
1138,6,1,924.05,154.00833333333333,11.833333333333334,993.6666666666666,4.166666666666667,10,6.666666666666667,5,4,0.1666666666666666,0.8,2,Regular
1139,2,0,0.0,0.0,15.5,430.0,4.0,4,5.0,2,2,0.0,1.0,1,Occasional
1140,1,0,0.0,0.0,6.0,1580.0,4.0,3,10.0,0,0,0.0,0.0,1,Occasional
1141,2,0,0.0,0.0,12.5,966.0,4.0,6,15.0,1,1,0.0,1.0,1,Occasional
1142,4,0,0.0,0.0,14.25,724.0,4.0,13,18.75,3,3,0.0,1.0,1,Occasional
1143,6,0,0.0,0.0,17.666666666666668,901.1666666666666,4.0,20,11.666666666666666,3,3,0.0,1.0,2,Regular
1144,2,0,0.0,0.0,21.0,1122.5,4.0,5,7.5,1,1,0.0,1.0,1,Occasional
1145,2,1,997.25,498.625,10.5,617.0,4.5,3,2.5,1,0,0.5,0.0,2,Regular
1146,4,1,2950.09,737.5225,13.25,859.0,4.25,10,12.5,3,2,0.25,0.6666666666666666,2,Regular
1147,3,0,0.0,0.0,13.666666666666666,972.0,4.0,8,10.0,1,1,0.0,1.0,1,Occasional
1148,4,1,843.58,210.895,8.0,928.0,4.25,10,6.25,2,1,0.25,0.5,2,Regular
1149,2,0,0.0,0.0,16.5,1439.5,4.0,3,0.0,1,1,0.0,1.0,1,Occasional
1150,3,1,2340.49,780.1633333333333,18.0,184.0,4.0,9,15.0,2,1,0.3333333333333333,0.5,2,Regular
1151,5,1,673.69,134.738,14.2,1165.0,3.8,10,7.0,1,0,0.2,0.0,2,Regular
1152,1,1,772.78,772.78,2.0,1482.0,3.0,1,15.0,1,0,1.0,0.0,1,Occasional
1153,1,1,1069.29,1069.29,1.0,1351.0,3.0,1,0.0,1,0,1.0,0.0,1,Occasional
1155,5,2,4908.51,981.702,14.6,805.8,4.4,13,13.0,2,0,0.4,0.0,0,Premium
1156,2,0,0.0,0.0,17.5,986.5,4.0,4,12.5,0,0,0.0,0.0,1,Occasional
1157,1,0,0.0,0.0,15.0,1236.0,4.0,3,0.0,0,0,0.0,0.0,1,Occasional
1158,3,1,2864.37,954.79,19.33333333333333,948.3333333333334,4.333333333333333,8,11.666666666666666,2,1,0.3333333333333333,0.5,2,Regular
1159,4,1,5605.16,1401.29,10.75,452.0,4.0,12,5.0,3,2,0.25,0.6666666666666666,0,Premium
1160,6,1,2058.0,343.0,15.0,778.6666666666666,3.6666666666666665,16,13.333333333333334,4,3,0.1666666666666666,0.75,2,Regular
1161,2,0,0.0,0.0,9.0,1205.0,4.0,5,5.0,2,2,0.0,1.0,1,Occasional
1162,1,1,1483.14,1483.14,12.0,487.0,3.0,3,0.0,1,0,1.0,0.0,2,Regular
1163,5,1,403.7,80.74,12.4,798.4,4.2,11,15.0,5,4,0.2,0.8,2,Regular
1164,3,1,1126.58,375.5266666666666,16.333333333333332,781.3333333333334,3.6666666666666665,10,13.333333333333334,3,2,0.3333333333333333,0.6666666666666666,2,Regular
1165,5,2,1357.87,271.574,13.8,1153.0,3.2,13,9.0,4,2,0.4,0.5,2,Regular
1166,1,0,0.0,0.0,21.0,440.0,4.0,2,30.0,1,1,0.0,1.0,1,Occasional
1167,3,2,3059.2,1019.7333333333332,13.0,615.3333333333334,3.6666666666666665,7,3.333333333333333,2,0,0.6666666666666666,0.0,0,Premium
1168,2,0,0.0,0.0,11.0,898.0,4.0,5,12.5,2,2,0.0,1.0,1,Occasional
1169,4,2,947.29,236.8225,15.5,1171.0,4.5,10,6.25,3,1,0.5,0.3333333333333333,2,Regular
1171,1,0,0.0,0.0,9.0,915.0,4.0,1,15.0,1,1,0.0,1.0,1,Occasional
1172,4,1,332.26,83.065,12.0,506.0,4.25,10,11.25,2,1,0.25,0.5,2,Regular
1174,3,1,1507.02,502.34,17.0,1019.0,4.333333333333333,10,5.0,3,2,0.3333333333333333,0.6666666666666666,2,Regular
1175,3,2,2666.8900000000003,888.9633333333335,15.666666666666666,811.3333333333334,4.333333333333333,7,11.666666666666666,2,0,0.6666666666666666,0.0,2,Regular
1176,2,0,0.0,0.0,5.0,935.5,4.0,8,0.0,2,2,0.0,1.0,1,Occasional
1177,3,1,756.39,252.13,12.0,1207.0,3.333333333333333,5,5.0,2,1,0.3333333333333333,0.5,2,Regular
1179,2,0,0.0,0.0,9.0,1009.5,4.0,3,17.5,0,0,0.0,0.0,1,Occasional
1181,4,0,0.0,0.0,11.0,794.0,4.0,10,6.25,1,1,0.0,1.0,1,Occasional
1182,3,0,0.0,0.0,9.666666666666666,546.3333333333334,4.0,9,5.0,1,1,0.0,1.0,1,Occasional
1183,4,1,5294.04,1323.51,19.75,1005.25,4.0,12,6.25,3,2,0.25,0.6666666666666666,0,Premium
1184,3,2,3314.81,1104.9366666666667,16.0,519.6666666666666,4.333333333333333,4,5.0,3,1,0.6666666666666666,0.3333333333333333,0,Premium
1185,5,0,0.0,0.0,10.2,1114.6,4.0,11,7.0,2,2,0.0,1.0,1,Occasional
1186,3,0,0.0,0.0,14.0,589.0,4.0,8,5.0,2,2,0.0,1.0,1,Occasional
1187,3,2,9145.76,3048.5866666666666,11.0,1133.6666666666667,3.6666666666666665,12,1.6666666666666667,2,0,0.6666666666666666,0.0,0,Premium
1188,4,3,1550.69,387.6725,15.75,751.5,4.25,7,3.75,3,0,0.75,0.0,2,Regular
1189,3,0,0.0,0.0,10.666666666666666,1113.0,4.0,9,10.0,1,1,0.0,1.0,1,Occasional
1190,4,2,1456.45,364.1125,8.25,1003.5,4.25,11,6.25,3,1,0.5,0.3333333333333333,2,Regular
1191,2,0,0.0,0.0,12.5,1039.0,4.0,4,12.5,1,1,0.0,1.0,1,Occasional
1192,1,0,0.0,0.0,21.0,1482.0,4.0,1,5.0,1,1,0.0,1.0,1,Occasional
1193,3,1,1818.94,606.3133333333334,5.666666666666667,1533.6666666666667,4.333333333333333,5,3.333333333333333,2,1,0.3333333333333333,0.5,2,Regular
1194,2,0,0.0,0.0,3.5,1216.5,4.0,3,15.0,0,0,0.0,0.0,1,Occasional
1195,3,1,1219.67,406.5566666666667,13.333333333333334,932.3333333333334,4.0,8,8.333333333333334,2,1,0.3333333333333333,0.5,2,Regular
1196,5,2,5634.82,1126.964,8.2,1109.6,3.6,16,5.0,5,3,0.4,0.6,0,Premium
1197,4,1,4518.88,1129.72,16.0,1150.0,3.75,14,11.25,3,2,0.25,0.6666666666666666,0,Premium
1198,2,1,973.3,486.65,4.5,978.5,4.5,3,5.0,1,0,0.5,0.0,2,Regular
1199,1,0,0.0,0.0,13.0,257.0,4.0,3,15.0,0,0,0.0,0.0,1,Occasional
1200,4,1,1897.32,474.33,12.75,907.5,4.25,12,10.0,4,3,0.25,0.75,2,Regular
1201,3,0,0.0,0.0,13.333333333333334,827.3333333333334,4.0,10,8.333333333333334,2,2,0.0,1.0,1,Occasional
1202,2,1,1248.59,624.295,15.0,515.0,3.0,6,2.5,1,0,0.5,0.0,2,Regular
1203,6,2,3619.66,603.2766666666666,14.5,512.1666666666666,4.0,15,9.166666666666666,3,1,0.3333333333333333,0.3333333333333333,2,Regular
1204,5,1,969.32,193.864,12.6,1281.2,3.8,15,5.0,3,2,0.2,0.6666666666666666,2,Regular
1205,2,0,0.0,0.0,23.5,380.5,4.0,4,0.0,1,1,0.0,1.0,1,Occasional
1206,2,1,3324.51,1662.255,17.0,1118.0,3.5,4,0.0,2,1,0.5,0.5,0,Premium
1207,1,0,0.0,0.0,23.0,1574.0,4.0,1,0.0,0,0,0.0,0.0,1,Occasional
1208,4,1,1136.65,284.1625,9.75,1024.75,3.25,9,7.5,3,2,0.25,0.6666666666666666,2,Regular
1209,7,1,816.6,116.65714285714286,11.142857142857142,787.5714285714286,4.142857142857143,18,10.714285714285714,4,3,0.1428571428571428,0.75,2,Regular
1210,3,0,0.0,0.0,10.666666666666666,1188.6666666666667,4.0,7,23.33333333333333,1,1,0.0,1.0,1,Occasional
1211,1,0,0.0,0.0,14.0,694.0,4.0,1,15.0,1,1,0.0,1.0,1,Occasional
1212,6,3,2666.46,444.41,14.0,1062.5,4.0,15,5.0,6,3,0.5,0.5,2,Regular
1213,6,1,744.78,124.13,13.0,999.0,3.8333333333333335,18,9.166666666666666,3,2,0.1666666666666666,0.6666666666666666,2,Regular
1214,2,1,3055.83,1527.915,5.0,1094.5,4.0,4,2.5,2,1,0.5,0.5,0,Premium
1215,4,1,1328.42,332.105,11.0,717.5,3.75,11,16.25,1,0,0.25,0.0,2,Regular
1216,2,0,0.0,0.0,9.5,857.0,4.0,7,7.5,1,1,0.0,1.0,1,Occasional
1217,1,0,0.0,0.0,8.0,757.0,4.0,2,0.0,0,0,0.0,0.0,1,Occasional
1218,4,2,3526.43,881.6075,15.25,1397.5,3.75,10,7.5,3,1,0.5,0.3333333333333333,0,Premium
1219,4,0,0.0,0.0,12.25,814.25,4.0,10,11.25,1,1,0.0,1.0,1,Occasional
1220,3,1,1765.86,588.62,10.666666666666666,266.0,4.333333333333333,10,1.6666666666666667,3,2,0.3333333333333333,0.6666666666666666,2,Regular
1221,2,0,0.0,0.0,3.5,863.0,4.0,5,15.0,0,0,0.0,0.0,1,Occasional
1222,6,1,898.63,149.77166666666668,13.666666666666666,1123.3333333333333,4.166666666666667,14,10.833333333333334,5,4,0.1666666666666666,0.8,2,Regular
1223,2,1,522.78,261.39,12.5,834.5,2.5,3,5.0,1,0,0.5,0.0,1,Occasional
1224,2,0,0.0,0.0,9.0,1026.5,4.0,4,12.5,0,0,0.0,0.0,1,Occasional
1225,4,1,268.76,67.19,14.25,799.5,3.75,8,8.75,3,2,0.25,0.6666666666666666,2,Regular
1226,3,1,1203.09,401.03,9.666666666666666,1239.0,3.333333333333333,9,5.0,1,0,0.3333333333333333,0.0,2,Regular
1227,2,1,4039.92,2019.96,13.5,363.0,4.0,8,5.0,1,0,0.5,0.0,0,Premium
1228,2,1,829.75,414.875,7.0,513.5,4.5,5,15.0,2,1,0.5,0.5,2,Regular
1229,5,1,651.56,130.31199999999998,16.6,951.4,4.0,14,3.0,4,3,0.2,0.75,2,Regular
1230,4,0,0.0,0.0,13.5,748.0,4.0,14,11.25,2,2,0.0,1.0,1,Occasional
1231,4,1,741.57,185.3925,15.5,894.0,3.5,9,7.5,2,1,0.25,0.5,2,Regular
1232,2,0,0.0,0.0,10.5,1132.0,4.0,6,15.0,0,0,0.0,0.0,1,Occasional
1233,2,0,0.0,0.0,14.0,1095.5,4.0,3,10.0,1,1,0.0,1.0,1,Occasional
1234,3,1,377.35,125.78333333333336,10.333333333333334,1082.0,4.333333333333333,7,6.666666666666667,1,0,0.3333333333333333,0.0,2,Regular
1235,5,0,0.0,0.0,11.2,1086.4,4.0,11,12.0,2,2,0.0,1.0,1,Occasional
1236,1,0,0.0,0.0,15.0,643.0,4.0,4,5.0,1,1,0.0,1.0,1,Occasional
1237,3,0,0.0,0.0,11.0,844.6666666666666,4.0,6,1.6666666666666667,3,3,0.0,1.0,1,Occasional
1238,2,0,0.0,0.0,8.5,350.5,4.0,6,10.0,1,1,0.0,1.0,1,Occasional
1239,3,0,0.0,0.0,10.666666666666666,1067.6666666666667,4.0,9,1.6666666666666667,1,1,0.0,1.0,1,Occasional
1240,3,1,1882.12,627.3733333333333,5.333333333333333,1336.0,3.333333333333333,10,10.0,2,1,0.3333333333333333,0.5,2,Regular
1241,6,2,3617.15,602.8583333333333,14.0,854.0,4.166666666666667,15,7.5,2,0,0.3333333333333333,0.0,2,Regular
1242,2,0,0.0,0.0,14.5,1129.5,4.0,4,5.0,1,1,0.0,1.0,1,Occasional
1243,3,1,3898.5,1299.5,12.0,434.6666666666667,4.0,6,8.333333333333334,3,2,0.3333333333333333,0.6666666666666666,0,Premium
1244,5,2,3078.65,615.73,10.6,1256.4,4.0,10,6.0,4,2,0.4,0.5,2,Regular
1245,2,0,0.0,0.0,11.0,1217.0,4.0,6,12.5,1,1,0.0,1.0,1,Occasional
1246,1,0,0.0,0.0,11.0,808.0,4.0,3,20.0,0,0,0.0,0.0,1,Occasional
1247,1,0,0.0,0.0,1.0,573.0,4.0,4,20.0,1,1,0.0,1.0,1,Occasional
1248,2,0,0.0,0.0,21.0,1247.0,4.0,6,25.0,1,1,0.0,1.0,1,Occasional
1250,2,0,0.0,0.0,17.5,336.0,4.0,6,15.0,1,1,0.0,1.0,1,Occasional
1251,2,0,0.0,0.0,20.5,648.5,4.0,6,12.5,0,0,0.0,0.0,1,Occasional
1252,3,2,7790.94,2596.98,11.666666666666666,984.0,3.333333333333333,8,1.6666666666666667,2,0,0.6666666666666666,0.0,0,Premium
